EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
116416,1698814,OTHER,DOOTS YUMMERY,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/02 00:00:00,100,,DOOTS YUMMERY,,10169
116274,1709683,REGULAR,SPICY PIE,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/09/22 00:00:00,100,,SPICY PIE,,10170
116513,1723674,REGULAR,MY FAVORITE MUFFIN,,9800 SHELBYVILLE RD STE 210,,LOUISVILLE,KY,40223,FOOD SERVICE,2022/12/14 00:00:00,100,A,MY FAVORITE MUFFIN,,10171
116195,1732081,REGULAR,DUNKIN DONUTS #358657,,5201 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,2023/01/30 00:00:00,99,A,DUNKIN DONUTS #358657,,10172
116277,1700643,REGULAR,JSW FARM THE CHOP SHOP,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/26 00:00:00,98,,JSW FARM THE CHOP SHOP,,10173
116513,1757117,REGULAR,MY FAVORITE MUFFIN,,9800 SHELBYVILLE RD STE 210,,LOUISVILLE,KY,40223,FOOD SERVICE,2023/05/19 00:00:00,100,A,MY FAVORITE MUFFIN,,10174
116170,1714204,FOLLOWUP,TOYDOG & CO. CORN DOGS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/24 00:00:00,100,,TOYDOG & CO. CORN DOGS,,10175
116416,1737463,REGULAR,DOOTS YUMMERY,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/02/23 00:00:00,100,A,DOOTS YUMMERY,,10176
116277,1704563,REGULAR,JSW FARM THE CHOP SHOP,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/25 00:00:00,100,,JSW FARM THE CHOP SHOP,,10177
116514,1701983,OTHER,BROKEN TOWN GRANOLA,,,,LOUISVILLE,KY,40202,MOBILE RETAIL UNIT,2022/09/16 00:00:00,100,,BROKEN TOWN GRANOLA,,10178
116170,1714202,COMPLAINT,TOYDOG & CO. CORN DOGS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/19 00:00:00,0,,TOYDOG & CO. CORN DOGS,,10179
116569,1727070,OFFICE,JOE MERCHANTHOUSE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE,2022/11/21 00:00:00,0,,JOE MERCHANTHOUSE,,10180
116277,1708588,REGULAR,JSW FARM THE CHOP SHOP,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/19 00:00:00,99,,JSW FARM THE CHOP SHOP,,10181
116515,1701992,OTHER,SPENCER'S B & B,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/16 00:00:00,100,,SPENCER'S B & B,,10182
116426,1701777,REGULAR,FIRST BAPTIST CHURCH MARKET,,,,LOUISVILLE,KY,40243,TEMPORARY FOODS,2022/09/09 00:00:00,97,,FIRST BAPTIST CHURCH MARKET,,10183
116196,1695526,REGULAR,KOHMI'S DESSERTS,,4134 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2022/08/21 00:00:00,96,A,KOHMI'S DESSERTS,,10184
116441,1709884,FOLLOWUP,BURGERS & HOT DOGS/BBQ SANDWICHES & BONELESS WINGS,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,100,,BURGERS & HOT DOGS/BBQ SANDWICHES & BONELESS WINGS,,10185
116171,1701434,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/26 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10186
116569,1727071,OFFICE,JOE MERCHANTHOUSE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE,2022/11/29 00:00:00,0,,JOE MERCHANTHOUSE,,10187
116282,1700630,REGULAR,HYDRATE WITH THE HINTONS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/26 00:00:00,100,,HYDRATE WITH THE HINTONS,,10188
116515,1712760,REGULAR,SPENCER'S B & B,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/10/27 00:00:00,100,A,SPENCER'S B & B,,10189
116196,1693701,OTHER,KOHMI'S DESSERTS,,4134 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2022/07/14 00:00:00,100,,KOHMI'S DESSERTS,,10190
116441,1709882,REGULAR,BURGERS & HOT DOGS/BBQ SANDWICHES & BONELESS WINGS,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,97,,BURGERS & HOT DOGS/BBQ SANDWICHES & BONELESS WINGS,,10191
116171,1702775,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/18 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10192
116569,1727072,FOLLOWUP,JOE MERCHANTHOUSE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE,2022/11/30 00:00:00,0,,JOE MERCHANTHOUSE,,10193
116282,1708562,REGULAR,HYDRATE WITH THE HINTONS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/19 00:00:00,100,,HYDRATE WITH THE HINTONS,,10194
116515,1748955,REGULAR,SPENCER'S B & B,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/04/15 00:00:00,100,A,SPENCER'S B & B,,10195
116196,1733124,REGULAR,KOHMI'S DESSERTS,,4134 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2023/02/03 00:00:00,99,A,KOHMI'S DESSERTS,,10196
116454,1700228,OTHER,THE REAL THING MOBILE BY VICKI,,,,LOUISVILLE,KY,40202,MOBILE RETAIL UNIT,2022/09/09 00:00:00,100,,THE REAL THING MOBILE BY VICKI,,10197
116171,1707851,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/19 00:00:00,98,,TOYDOG & CO. CORN DOG & CURDS,,10198
116569,1757055,REGULAR,JOE MERCHANTHOUSE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/05/19 00:00:00,100,A,JOE MERCHANTHOUSE,,10199
116297,1695675,COMPLAINT,THE SPRINGS DELI,,6400 DUTCHMANS PKWY STE 25,,LOUISVILLE,KY,40205,FOOD SERVICE,2022/07/06 00:00:00,0,,THE SPRINGS DELI,,10200
116516,1702008,OTHER,TDAWGZ HOTDOGS,,,,LOUISVILLE,KY,40202,MOBILE RESTRICTED CONCESSION,2022/09/16 00:00:00,100,,TDAWGZ HOTDOGS,,10201
116198,1694654,REGULAR,XQUISITE NUTRITION,,2631 S 3RD ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2022/08/16 00:00:00,99,A,XQUISITE NUTRITION,,10202
116455,1700250,OTHER,GALLANT FOX,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/09 00:00:00,100,,GALLANT FOX,,10203
116521,1702176,OTHER,MEMORIES FOOD,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/19 00:00:00,100,,MEMORIES FOOD,,10204
116171,1707852,FOLLOWUP,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/19 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10205
116521,1751522,REGULAR,MEMORIES FOOD,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/04/27 00:00:00,99,A,MEMORIES FOOD,,10206
116570,1703459,OTHER,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/09/12 00:00:00,96,,COLE'S EVENT SPACE,,10207
116455,1706485,REGULAR,GALLANT FOX,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/10/05 00:00:00,100,A,GALLANT FOX,,10208
116297,1695679,OFFICE,THE SPRINGS DELI,,6400 DUTCHMANS PKWY STE 25,,LOUISVILLE,KY,40205,FOOD SERVICE,2022/07/15 00:00:00,0,,THE SPRINGS DELI,,10209
116198,1693725,OTHER,XQUISITE NUTRITION,,2631 S 3RD ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2022/08/01 00:00:00,100,,XQUISITE NUTRITION,,10210
116570,1703461,SURVEY,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/08/17 00:00:00,0,,COLE'S EVENT SPACE,,10211
116455,1751163,REGULAR,GALLANT FOX,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/04/26 00:00:00,97,A,GALLANT FOX,,10212
116297,1699593,REGULAR,THE SPRINGS DELI,,6400 DUTCHMANS PKWY STE 25,,LOUISVILLE,KY,40205,FOOD SERVICE,2022/09/07 00:00:00,99,A,THE SPRINGS DELI,,10213
116171,1708533,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/22 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10214
116198,1731863,REGULAR,XQUISITE NUTRITION,,2631 S 3RD ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/01/27 00:00:00,100,A,XQUISITE NUTRITION,,10215
116526,1709874,REGULAR,SAN FRANCISCO PUFFS & STUFF INC,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,98,,SAN FRANCISCO PUFFS & STUFF INC,,10216
116570,1703462,FOLLOWUP,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/09/08 00:00:00,0,,COLE'S EVENT SPACE,,10217
116456,1709626,REGULAR,SIVORI CORNDOG / CHICKEN TENDER (JACK),,,,LOUISVILLE,KY,40299,TEMPORARY FOODS,2022/09/16 00:00:00,97,,SIVORI CORNDOG / CHICKEN TENDER (JACK),,10218
116297,1695668,OTHER,THE SPRINGS DELI,,6400 DUTCHMANS PKWY STE 25,,LOUISVILLE,KY,40205,FOOD SERVICE,2022/08/04 00:00:00,94,,THE SPRINGS DELI,,10219
116171,1708833,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/27 00:00:00,99,,TOYDOG & CO. CORN DOG & CURDS,,10220
116200,1702070,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/26 00:00:00,100,,ALL THAI'D UP BOBA,,10221
116527,1709902,REGULAR,LEISURE TIME CONCESSIONS LLC,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,100,,LEISURE TIME CONCESSIONS LLC,,10222
116570,1703463,FOLLOWUP,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/09/12 00:00:00,0,,COLE'S EVENT SPACE,,10223
116457,1709623,REGULAR,SIVORI SAUSAGE (JACK),,,,LOUISVILLE,KY,40299,TEMPORARY FOODS,2022/09/16 00:00:00,99,,SIVORI SAUSAGE (JACK),,10224
116297,1739623,REGULAR,THE SPRINGS DELI,,6400 DUTCHMANS PKWY STE 25,,LOUISVILLE,KY,40205,FOOD SERVICE,2023/03/06 00:00:00,97,A,THE SPRINGS DELI,,10225
116171,1705813,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/24 00:00:00,97,,TOYDOG & CO. CORN DOG & CURDS,,10226
116200,1702776,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/18 00:00:00,99,,ALL THAI'D UP BOBA,,10227
116528,1709911,REGULAR,MELTDOWN GOURMET #1,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,95,,MELTDOWN GOURMET #1,,10228
116570,1752832,REGULAR,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2023/05/02 00:00:00,98,A,COLE'S EVENT SPACE,,10229
116463,1706814,REGULAR,GUANABANA ARTISAN ICE POPS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/09/15 00:00:00,99,,GUANABANA ARTISAN ICE POPS,,10230
116300,1695793,OTHER,HABANA BLUES RESTAURANT & LOUNGE,,6112 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2022/08/03 00:00:00,99,,HABANA BLUES RESTAURANT & LOUNGE,,10231
116200,1705778,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/22 00:00:00,100,,ALL THAI'D UP BOBA,,10232
116528,1711836,REGULAR,MELTDOWN GOURMET #1,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,95,,MELTDOWN GOURMET #1,,10233
116171,1705815,FOLLOWUP,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/24 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10234
116463,1709833,REGULAR,GUANABANA ARTISAN ICE POPS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/09/22 00:00:00,100,,GUANABANA ARTISAN ICE POPS,,10235
116570,1722887,COMPLAINT,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/10/18 00:00:00,0,,COLE'S EVENT SPACE,,10236
116300,1718240,REGULAR,HABANA BLUES RESTAURANT & LOUNGE,,6112 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2022/11/18 00:00:00,99,A,HABANA BLUES RESTAURANT & LOUNGE,,10237
116171,1712955,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/24 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10238
116467,1700515,OTHER,HAUCK'S CORNER,,1000 GOSS AVE,,LOUISVILLE,KY,40217,FOOD SERVICE,2022/08/24 00:00:00,98,,HAUCK'S CORNER,,10239
116570,1731975,COMPLAINT,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/12/07 00:00:00,0,,COLE'S EVENT SPACE,,10240
116200,1708838,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/27 00:00:00,100,,ALL THAI'D UP BOBA,,10241
116537,1710864,REGULAR,DEL CID CORN STAND,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/10/02 00:00:00,99,,DEL CID CORN STAND,,10242
116303,1695973,OTHER,SELAM RESTAURANT,,4106 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2022/08/05 00:00:00,98,,SELAM RESTAURANT,,10243
116171,1711644,REGULAR,TOYDOG & CO. CORN DOG & CURDS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/24 00:00:00,100,,TOYDOG & CO. CORN DOG & CURDS,,10244
116467,1707000,REGULAR,HAUCK'S CORNER,,1000 GOSS AVE,,LOUISVILLE,KY,40217,FOOD SERVICE,2022/10/06 00:00:00,98,A,HAUCK'S CORNER,,10245
116570,1745718,OFFICE,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2023/02/21 00:00:00,0,,COLE'S EVENT SPACE,,10246
116200,1706338,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/09/02 00:00:00,99,,ALL THAI'D UP BOBA,,10247
116540,1711358,REGULAR,CHURROS AND DESSERT NACHOS,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/10/02 00:00:00,97,,CHURROS AND DESSERT NACHOS,,10248
116303,1707716,REGULAR,SELAM RESTAURANT,,4106 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2022/10/10 00:00:00,99,A,SELAM RESTAURANT,,10249
116172,1703293,REGULAR,KENTUCKY AMERICAN DAIRY ASSOCIATION,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/26 00:00:00,100,,KENTUCKY AMERICAN DAIRY ASSOCIATION,,10250
116467,1745221,REGULAR,HAUCK'S CORNER,,1000 GOSS AVE,,LOUISVILLE,KY,40217,FOOD SERVICE,2023/03/28 00:00:00,98,A,HAUCK'S CORNER,,10251
116570,1745719,OFFICE,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2023/02/27 00:00:00,0,,COLE'S EVENT SPACE,,10252
116200,1708499,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/19 00:00:00,96,,ALL THAI'D UP BOBA,,10253
116542,1710874,REGULAR,BOBBIE'S SON CATERING,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/10/02 00:00:00,97,,BOBBIE'S SON CATERING,,10254
116303,1751713,REGULAR,SELAM RESTAURANT,,4106 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2023/04/27 00:00:00,99,A,SELAM RESTAURANT,,10255
116172,1708772,REGULAR,KENTUCKY AMERICAN DAIRY ASSOCIATION,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/20 00:00:00,98,,KENTUCKY AMERICAN DAIRY ASSOCIATION,,10256
116468,1700530,OTHER,TROPICAL SMOOTHIE CAFE,,5023 MUD LN STE 150,,LOUISVILLE,KY,40229,FOOD SERVICE,2022/08/11 00:00:00,99,,TROPICAL SMOOTHIE CAFE,,10257
116570,1745720,OFFICE,COLE'S EVENT SPACE,,2928 W KENTUCKY ST,,LOUISVILLE,KY,40211,FOOD SERVICE,2023/03/04 00:00:00,0,,COLE'S EVENT SPACE,,10258
116200,1708500,FOLLOWUP,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/19 00:00:00,100,,ALL THAI'D UP BOBA,,10259
116545,1711838,OTHER,CINNAMON ROASTED NUTS,,,,LOUISVILLE,KY,40208,TEMPORARY FOODS,2022/09/30 00:00:00,98,,CINNAMON ROASTED NUTS,,10260
116172,1708805,REGULAR,KENTUCKY AMERICAN DAIRY ASSOCIATION,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/18 00:00:00,100,,KENTUCKY AMERICAN DAIRY ASSOCIATION,,10261
116468,1709026,REGULAR,TROPICAL SMOOTHIE CAFE,,5023 MUD LN STE 150,,LOUISVILLE,KY,40229,FOOD SERVICE,2022/10/13 00:00:00,94,A,TROPICAL SMOOTHIE CAFE,,10262
116304,1702141,REGULAR,AFRICAN BEST RESTAURANT,,7325 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE,2022/09/16 00:00:00,96,A,AFRICAN BEST RESTAURANT,,10263
116200,1705821,REGULAR,ALL THAI'D UP BOBA,,,,LOUISVILLE,KY,40202,TEMPORARY FOODS,2022/08/24 00:00:00,98,,ALL THAI'D UP BOBA,,10264
116584,1703793,OTHER,EVERYBODY LOVES BACON,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/26 00:00:00,99,,EVERYBODY LOVES BACON,,10265
116552,1702907,OTHER,JOYFUL EATS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022/09/21 00:00:00,100,,JOYFUL EATS,,10266
116202,1708891,REGULAR,GREAT RIVER MAPLE,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/18 00:00:00,100,,GREAT RIVER MAPLE,,10267
116172,1708558,REGULAR,KENTUCKY AMERICAN DAIRY ASSOCIATION,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022/08/19 00:00:00,100,,KENTUCKY AMERICAN DAIRY ASSOCIATION,,10268
116584,1740601,REGULAR,EVERYBODY LOVES BACON,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/03/09 00:00:00,99,A,EVERYBODY LOVES BACON,,10269
116468,1744622,REGULAR,TROPICAL SMOOTHIE CAFE,,5023 MUD LN STE 150,,LOUISVILLE,KY,40229,FOOD SERVICE,2023/03/28 00:00:00,100,A,TROPICAL SMOOTHIE CAFE,,10270
116304,1695982,OTHER,AFRICAN BEST RESTAURANT,,7325 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE,2022/08/08 00:00:00,99,,AFRICAN BEST RESTAURANT,,10271
116552,1734490,REGULAR,JOYFUL EATS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/02/11 00:00:00,100,A,JOYFUL EATS,,10272
